face_card,blind_card,total,удфча_нуль,удфча_один,добыча,еда
11,9,20,4,10,14,-1,gone
10,10,20,10,5,15,-1,gone
9,2,21,10,10,20,-1,gone
6,3,18,5,10,15,-1,gone
7,8,20,10,7,17,-1,gone
3,6,18,10,10,20,1,bread
5,10,25,10,8,18,1,bread
11,10,23,2,3,18,1,bread
10,2,22,4,10,14,1,bread
2,8,24,2,10,12,1,bread
8,4,17,10,10,20,1,bread
3,9,18,4,10,14,-1,gone
9,4,23,10,2,12,1,bread
7,10,17,2,11,13,-1,gone
10,6,27,5,10,15,1,bread
10,3,20,4,6,10,-1,gone
10,10,20,10,8,18,-1,gone
8,4,18,10,2,12,-1,gone
10,6,25,5,8,13,1,bread
10,4,20,11,10,21,1,bread
10,10,20,9,10,19,-1,gone
4,5,18,7,6,13,-1,gone
10,5,20,10,4,14,-1,gone
4,10,25,10,10,20,1,bread
9,10,19,10,8,18,-1,gone
10,3,24,7,11,18,1,bread
8,2,20,4,10,14,-1,gone
11,10,23,4,7,11,1,bread
7,9,25,10,8,18,1,bread
6,10,21,10,10,20,1,bread
7,10,17,9,11,20,1,bread
8,4,23,10,4,14,1,bread
10,10,20,2,10,12,-1,gone
10,3,18,9,2,11,-1,gone
10,7,17,10,11,21,1,bread
6,4,20,4,7,11,-1,gone
3,6,24,8,11,19,1,bread
7,5,22,10,11,21,1,bread
3,10,26,2,2,12,1,bread
11,4,17,5,9,14,-1,gone
10,4,24,6,5,11,1,bread
10,4,24,9,3,12,1,bread
9,2,21,6,8,14,1,bread
8,10,18,5,11,16,-1,gone
7,6,23,4,4,15,1,bread
10,10,20,10,8,18,-1,gone
10,7,17,3,10,13,-1,gone
6,11,17,3,3,16,-1,gone
10,8,18,2,6,16,-1,gone
5,10,26,10,10,20,1,bread
11,10,23,10,4,14,1,bread
10,10,20,3,4,13,-1,gone
10,3,20,6,10,16,-1,gone
10,5,23,10,7,17,1,bread
10,10,20,2,7,20,0,fight
10,11,24,9,10,19,1,bread
6,11,17,7,4,11,-1,gone
4,6,21,6,11,17,-1,gone
2,7,19,10,6,16,-1,gone
10,3,23,10,5,15,1,bread
9,10,19,3,10,13,-1,gone
10,2,22,10,6,16,1,bread
10,9,19,3,10,13,-1,gone
9,7,23,9,4,13,1,bread
10,11,25,11,6,17,1,bread
11,6,17,2,2,13,-1,gone
8,10,18,4,10,14,-1,gone
10,10,20,3,11,14,-1,gone
10,10,20,5,10,15,-1,gone
10,10,20,9,9,18,-1,gone
4,10,24,10,5,15,1,bread
8,11,19,2,10,12,-1,gone
9,2,17,9,9,18,1,bread
6,9,18,2,10,12,-1,gone
9,7,19,4,6,10,-1,gone
10,11,32,6,2,18,1,bread
5,10,20,8,8,16,-1,gone
10,6,18,6,5,11,-1,gone
6,2,17,10,10,20,1,bread
2,10,21,2,4,16,1,bread
8,9,17,10,6,16,-1,gone
10,9,19,5,10,15,-1,gone
10,7,17,10,10,20,1,bread
2,3,22,10,3,13,1,bread
10,10,20,10,3,13,-1,gone
6,5,21,10,5,15,-1,gone
10,10,20,3,9,12,-1,gone
10,10,20,9,10,19,-1,gone
4,10,20,10,5,15,-1,gone
10,3,22,10,10,20,1,bread
7,2,17,11,10,21,1,bread
4,7,21,6,10,16,1,bread
9,10,19,7,10,17,-1,gone
5,8,17,10,3,13,-1,gone
9,10,19,5,8,13,-1,gone
2,5,17,2,6,19,1,bread
7,10,17,8,5,13,-1,gone
2,9,21,10,5,15,-1,gone
6,7,20,5,9,14,-1,gone
10,5,18,10,6,16,-1,gone
10,10,20,8,10,18,-1,gone
9,10,19,11,10,21,1,bread
8,6,24,5,8,13,1,bread
3,10,23,4,3,13,1,bread
10,5,22,10,3,13,1,bread
10,5,26,10,4,14,1,bread
8,10,18,11,10,21,1,bread
5,7,17,3,3,14,-1,gone
10,10,20,10,10,20,0,fight
4,6,17,4,11,15,-1,gone
10,5,25,11,10,21,1,bread
10,2,17,10,6,16,-1,gone
10,5,25,10,9,19,1,bread
10,11,26,10,6,16,1,bread
2,10,18,10,9,19,1,bread
6,10,26,10,10,20,1,bread
6,3,20,2,11,13,-1,gone
3,7,20,7,5,12,-1,gone
7,10,17,3,10,13,-1,gone
6,8,24,6,5,11,1,bread
10,8,18,10,8,18,0,fight
8,10,18,10,2,12,-1,gone
8,10,18,2,11,13,-1,gone
4,5,19,10,10,20,1,bread
9,4,23,11,2,13,1,bread
4,10,23,7,8,15,1,bread
4,3,22,10,10,20,1,bread
11,2,23,4,8,12,1,bread
10,7,17,9,10,19,1,bread
11,4,19,5,10,15,-1,gone
10,2,22,10,9,19,1,bread
4,10,24,10,11,21,1,bread
8,10,18,2,7,19,1,bread
10,5,23,10,10,20,1,bread
7,10,17,8,9,17,0,fight
11,6,17,2,10,12,-1,gone
8,5,23,9,11,20,1,bread
4,10,24,10,10,20,1,bread
11,8,19,6,6,12,-1,gone
10,3,17,3,10,13,-1,gone
11,5,23,4,6,10,1,bread
10,2,22,10,3,13,1,bread
3,9,22,6,10,16,1,bread
2,10,18,9,10,19,1,bread
6,7,23,9,9,18,1,bread
11,6,17,10,11,21,1,bread
10,10,20,9,9,18,-1,gone
5,10,22,11,10,21,1,bread
9,7,19,3,2,15,-1,gone
6,11,17,9,6,15,-1,gone
5,10,25,5,5,10,1,bread
8,4,19,7,8,15,-1,gone
10,10,20,3,6,18,-1,gone
9,10,19,7,8,15,-1,gone
4,11,25,10,5,15,1,bread
8,10,18,10,3,13,-1,gone
4,10,22,2,11,13,1,bread
4,9,23,11,2,13,1,bread
7,10,17,5,10,15,-1,gone
4,5,15,6,5,11,-1,gone
6,10,18,7,5,12,-1,gone
10,3,23,5,5,10,1,bread
2,10,22,2,4,13,1,bread
6,10,26,7,10,17,1,bread
6,10,22,10,10,20,1,bread
9,10,19,7,4,11,-1,gone
5,4,19,9,4,13,-1,gone
10,6,19,10,5,15,-1,gone
6,6,22,6,2,16,1,bread
2,5,17,8,3,11,-1,gone
8,10,18,7,2,19,1,bread
10,8,18,6,10,16,-1,gone
10,10,20,10,6,16,-1,gone
10,5,19,10,10,20,1,bread
7,10,17,7,6,13,-1,gone
10,7,17,10,2,12,-1,gone
3,5,18,5,7,12,-1,gone
3,8,17,7,9,16,-1,gone
5,7,18,10,7,17,-1,gone
4,5,19,10,8,18,-1,gone
3,10,20,10,10,20,0,fight
10,10,20,5,10,15,-1,gone
4,6,17,10,6,16,-1,gone
10,10,20,10,10,20,0,fight
10,6,18,5,10,15,-1,gone
2,10,21,5,10,15,-1,gone
6,4,17,10,10,20,1,bread
6,10,26,2,10,12,1,bread
4,2,19,10,10,20,1,bread
10,3,19,3,2,10,-1,gone
9,11,20,4,10,14,-1,gone
9,9,18,4,10,14,-1,gone
9,10,19,10,11,21,1,bread
10,10,20,10,8,18,-1,gone
10,9,19,2,4,15,-1,gone
9,2,18,6,4,10,-1,gone
11,2,23,10,7,17,1,bread
5,6,17,11,5,16,-1,gone
3,3,26,4,10,14,1,bread
10,2,25,4,11,15,1,bread
2,3,16,8,2,10,1,bread
9,6,21,4,10,14,1,bread
10,4,23,2,10,12,1,bread
5,2,17,10,10,20,1,bread
8,9,17,10,4,14,-1,gone
7,10,17,11,9,20,1,bread
8,7,25,8,11,19,1,bread
8,10,18,7,3,10,-1,gone
5,11,26,6,10,16,1,bread
8,2,21,7,10,17,1,bread
5,10,25,8,8,16,1,bread
6,11,17,10,8,18,1,bread
11,10,26,4,11,15,1,bread
7,2,18,9,5,14,-1,gone
9,6,18,10,10,20,1,bread
11,11,27,2,3,14,1,bread
5,2,14,11,5,16,1,bread
4,7,26,3,10,13,1,bread
7,3,21,6,10,16,1,bread
10,10,20,10,3,13,-1,gone
3,10,23,9,10,19,1,bread
6,5,18,10,6,16,-1,gone
5,2,16,6,6,12,-1,gone
2,5,25,7,10,17,1,bread
7,3,20,10,10,20,0,fight
7,3,20,10,10,20,0,fight
6,9,25,10,10,20,1,bread
3,2,22,10,10,20,1,bread
10,4,26,2,4,10,1,bread
9,9,18,4,10,14,-1,gone
10,10,20,10,10,20,0,fight
7,5,20,10,3,13,-1,gone
10,8,18,6,6,12,-1,gone
2,9,21,6,10,16,-1,gone
8,5,23,3,8,11,1,bread
9,10,19,10,3,13,-1,gone
10,10,20,9,10,19,-1,gone
6,8,23,8,5,13,1,bread
4,10,20,10,10,20,0,fight
8,6,20,11,9,20,0,fight
3,10,27,3,7,10,1,bread
2,10,21,3,3,17,1,bread
2,10,24,10,8,18,1,bread
7,11,18,8,2,10,-1,gone
2,5,16,8,9,17,1,bread
5,6,20,3,5,18,-1,gone
10,8,18,11,11,22,1,bread
10,6,25,3,10,13,1,bread
5,10,25,11,8,19,1,bread
10,5,25,2,10,12,1,bread
10,6,23,6,2,14,1,bread
10,6,22,10,11,21,1,bread
2,10,19,10,10,20,1,bread
4,6,24,9,4,13,1,bread
4,10,23,11,10,21,1,bread
3,11,24,7,10,17,1,bread
9,5,24,7,10,17,1,bread
10,3,22,5,5,10,1,bread
8,5,24,10,9,19,1,bread
3,11,24,10,10,20,1,bread
10,7,17,8,10,18,1,bread
7,10,17,9,5,14,-1,gone
7,9,26,10,10,20,1,bread
4,9,25,8,11,19,1,bread
10,6,19,10,10,20,1,bread
10,2,23,9,10,19,1,bread
10,2,21,8,6,14,1,bread
3,9,25,11,7,18,1,bread
2,3,12,11,10,21,1,bread
6,7,19,4,11,15,-1,gone
10,10,20,6,7,13,-1,gone
10,8,18,8,8,16,-1,gone
11,6,17,3,10,13,-1,gone
8,3,21,6,11,17,-1,gone
9,3,22,2,4,14,1,bread
6,2,18,9,2,11,-1,gone
2,8,17,6,4,10,-1,gone
2,10,22,10,10,20,1,bread
10,10,20,10,8,18,-1,gone
4,8,23,9,10,19,1,bread
11,9,20,7,3,10,-1,gone
4,8,19,5,10,15,-1,gone
3,3,14,2,10,12,-1,gone
11,4,22,10,7,17,1,bread
10,10,20,6,6,12,-1,gone
2,6,20,5,10,15,-1,gone
10,11,31,6,2,10,1,bread
6,9,23,10,4,14,1,bread
10,10,20,10,10,20,0,fight
8,10,18,3,10,13,-1,gone
3,9,17,5,10,15,-1,gone
10,5,25,10,6,16,1,bread
4,2,26,9,9,18,1,bread
11,5,26,10,2,12,1,bread
9,9,18,8,11,19,1,bread
4,10,18,10,6,16,-1,gone
10,6,23,2,10,12,1,bread
2,10,21,10,3,13,1,bread
10,5,25,8,10,18,1,bread
11,3,24,6,8,14,1,bread
7,9,25,9,6,15,1,bread
10,11,31,2,7,19,1,bread
5,3,18,8,10,18,0,fight
9,3,20,6,2,18,-1,gone
11,3,25,10,4,14,1,bread
10,2,26,3,4,16,1,bread
4,4,22,6,7,13,1,bread
7,5,19,10,9,19,0,fight
5,10,26,7,10,17,1,bread
6,6,17,2,6,10,-1,gone
3,4,17,5,9,14,-1,gone
6,10,19,10,8,18,-1,gone
2,5,18,4,7,11,-1,gone
10,5,17,7,11,18,1,bread
4,10,23,4,4,11,1,bread
10,11,27,6,9,15,1,bread
10,10,20,11,2,13,-1,gone
4,2,24,10,4,14,1,bread
2,10,19,10,4,14,-1,gone
8,10,18,10,11,21,1,bread
10,10,20,8,5,13,-1,gone
9,6,21,4,11,15,-1,gone
7,6,20,11,9,20,0,fight
6,10,27,5,2,17,1,bread
7,10,17,3,10,13,-1,gone
10,10,20,9,10,19,-1,gone
11,7,18,5,6,11,-1,gone
3,2,14,8,10,18,1,bread
3,5,19,3,3,16,-1,gone
10,7,17,2,11,13,-1,gone
5,11,26,10,7,17,1,bread
10,10,20,9,6,15,-1,gone
10,6,26,7,10,17,1,bread
5,3,21,6,10,16,1,bread
9,11,20,6,5,11,-1,gone
8,9,17,3,2,13,-1,gone
4,11,24,9,5,14,1,bread
10,10,20,7,10,17,-1,gone
3,5,18,11,7,18,0,fight
9,4,26,4,6,10,1,bread
6,10,18,5,10,15,-1,gone
10,10,20,5,6,11,-1,gone
6,9,19,11,10,21,1,bread
10,9,19,8,10,18,-1,gone
5,10,22,7,9,16,1,bread
10,6,25,5,2,15,1,bread
10,4,18,10,7,17,-1,gone
10,4,19,11,6,17,-1,gone
10,10,20,2,5,11,-1,gone
7,10,17,10,2,12,-1,gone
10,10,20,10,10,20,0,fight
10,8,18,10,6,16,-1,gone
10,10,20,7,11,18,-1,gone
10,10,20,5,10,15,-1,gone
5,10,21,7,8,15,-1,gone
10,10,20,8,10,18,-1,gone
4,8,22,7,9,16,1,bread
4,8,20,5,3,11,-1,gone
2,9,21,10,3,13,-1,gone
9,10,19,10,11,21,1,bread
2,11,27,2,10,12,1,bread
3,2,15,10,10,20,1,bread
11,10,29,7,11,18,1,bread
11,10,31,8,10,18,1,bread
8,8,18,10,10,20,1,bread
11,9,20,7,5,12,-1,gone
8,10,18,5,6,11,-1,gone
2,8,22,6,10,16,1,bread
5,6,17,5,10,15,-1,gone
2,10,22,7,4,11,1,bread
8,7,21,10,11,21,0,fight
10,10,20,8,5,13,-1,gone
10,5,23,4,7,11,1,bread
11,5,22,7,5,12,1,bread
10,4,22,10,10,20,1,bread
3,10,23,5,10,15,1,bread
9,10,19,10,4,14,-1,gone
7,6,24,6,7,13,1,bread
7,10,17,11,8,19,1,bread
9,7,26,10,11,21,1,bread
10,9,19,11,8,19,0,fight
10,5,25,4,10,14,1,bread
10,10,20,10,6,16,-1,gone
10,10,20,5,2,16,-1,gone
10,2,26,3,10,13,1,bread
4,5,18,9,11,20,1,bread
10,3,23,7,4,11,1,bread
9,7,26,11,4,15,1,bread
6,4,20,11,10,21,1,bread
11,3,19,10,10,20,1,bread
4,5,19,10,10,20,1,bread
9,10,19,6,10,16,-1,gone
3,10,22,8,5,13,1,bread
5,3,17,8,6,14,-1,gone
3,10,20,4,2,16,-1,gone
6,10,26,9,2,11,1,bread
11,10,31,10,10,20,1,bread
10,3,22,3,4,15,1,bread
2,10,24,10,10,20,1,bread
7,5,22,10,3,13,1,bread
6,5,21,10,6,16,1,bread
10,10,20,11,8,19,-1,gone
8,6,25,9,6,15,1,bread
10,9,19,7,8,15,-1,gone
10,8,18,7,10,17,-1,gone
3,9,23,10,10,20,1,bread
9,10,19,7,10,17,-1,gone
9,10,19,10,9,19,0,fight
10,8,18,11,8,19,1,bread
10,7,17,3,3,17,0,fight
4,2,19,10,10,20,1,bread
9,2,23,4,9,13,1,bread
10,3,17,5,2,15,-1,gone
2,2,17,7,8,15,-1,gone
8,5,22,4,10,14,1,bread
6,10,26,3,3,16,1,bread
7,10,17,9,9,18,1,bread
10,6,26,11,8,19,1,bread
5,5,20,3,7,10,-1,gone
11,9,20,7,3,10,-1,gone
8,6,21,8,6,14,-1,gone
10,5,17,7,4,11,-1,gone
6,9,22,4,7,11,1,bread
6,11,17,6,7,13,-1,gone
2,6,18,5,11,16,-1,gone
5,10,26,10,9,19,1,bread
10,8,18,10,8,18,0,fight
5,10,22,8,7,15,1,bread
7,10,17,3,6,19,1,bread
2,8,20,5,11,16,-1,gone
10,4,18,6,11,17,-1,gone
8,10,18,11,5,16,-1,gone
11,10,24,6,9,15,1,bread
5,10,19,10,9,19,0,fight
6,7,24,4,11,15,1,bread
11,4,19,10,11,21,1,bread
4,4,19,7,10,17,-1,gone
4,10,22,10,4,14,1,bread
9,11,20,11,3,14,-1,gone
4,4,18,5,8,13,-1,gone
10,10,20,2,10,12,-1,gone
5,4,20,11,9,20,0,fight
3,8,18,10,10,20,1,bread
6,2,19,9,10,19,0,fight
10,11,24,5,10,15,1,bread
8,9,17,4,4,18,1,bread
10,6,21,7,8,15,1,bread
3,10,17,6,4,10,-1,gone
6,4,20,11,8,19,-1,gone
9,7,27,2,2,14,1,bread
10,4,24,4,5,19,1,bread
6,6,19,2,6,19,0,fight
10,10,20,11,10,21,1,bread
11,8,19,6,10,16,-1,gone
3,10,22,3,8,11,1,bread
10,10,20,10,7,17,-1,gone
8,10,18,5,3,10,-1,gone
9,10,19,11,2,13,-1,gone
10,10,20,6,7,13,-1,gone
9,5,21,3,7,10,-1,gone
10,4,18,10,11,21,1,bread
10,8,18,3,10,13,-1,gone
11,7,18,9,5,14,-1,gone
3,6,19,10,10,20,1,bread
4,6,21,3,10,13,1,bread
10,11,32,7,10,17,1,bread
4,11,20,10,7,17,-1,gone
10,4,20,2,10,12,-1,gone
10,9,19,2,4,10,-1,gone
10,3,24,10,10,20,1,bread
10,10,20,4,9,13,-1,gone
3,10,21,10,10,20,-1,gone
8,6,24,11,10,21,1,bread
10,8,18,5,8,13,-1,gone
4,8,17,10,10,20,1,bread
4,4,13,4,5,19,1,bread
4,10,24,4,10,14,1,bread
6,10,24,10,9,19,1,bread
2,11,18,10,2,12,-1,gone
10,10,20,11,10,21,1,bread
8,5,20,7,4,11,-1,gone
8,10,18,10,5,15,-1,gone
6,5,21,8,4,12,-1,gone
10,3,23,10,10,20,1,bread
10,11,25,9,7,16,1,bread
10,10,20,10,10,20,0,fight
11,10,31,8,5,13,1,bread
3,5,18,10,10,20,1,bread
11,5,20,8,2,10,-1,gone
10,11,29,7,10,17,1,bread
10,11,31,11,6,17,1,bread
7,6,21,3,2,12,1,bread
10,6,18,11,11,22,1,bread
2,6,18,9,2,11,-1,gone
5,7,22,8,2,10,1,bread
6,8,22,5,5,10,1,bread
10,11,31,10,4,14,1,bread
9,7,18,9,10,19,1,bread
3,10,23,2,10,12,1,bread
10,6,26,4,7,11,1,bread
11,7,18,9,5,14,-1,gone
3,10,23,4,10,14,1,bread
7,6,23,2,2,14,1,bread
10,8,18,2,5,18,0,fight
8,3,21,2,9,11,0,fight
6,5,23,9,4,13,1,bread
10,11,31,5,7,12,1,bread
11,9,20,2,10,12,-1,gone
4,10,20,9,9,18,-1,gone
10,10,20,7,7,14,-1,gone
11,10,30,10,5,15,1,bread
11,6,17,6,8,14,-1,gone
9,10,19,9,7,16,-1,gone
8,11,19,2,4,11,-1,gone
8,2,21,8,10,18,-1,gone
8,4,17,8,11,19,1,bread
2,10,22,2,4,14,1,bread
8,4,21,8,7,15,1,bread
10,4,24,2,10,12,1,bread
3,5,22,10,2,12,1,bread
2,6,18,11,5,16,-1,gone
9,5,24,4,5,19,1,bread
8,4,18,4,8,12,-1,gone
11,10,30,9,10,19,1,bread
9,9,18,10,10,20,1,bread
8,10,18,10,10,20,1,bread
8,10,18,8,9,17,-1,gone
9,10,19,2,8,10,-1,gone
4,7,21,10,2,12,-1,gone
10,6,24,10,6,16,1,bread
4,4,19,10,10,20,1,bread
3,2,25,4,11,15,1,bread
7,8,21,2,7,19,1,bread
10,10,20,10,10,20,0,fight
10,2,22,8,8,16,1,bread
5,11,18,10,5,15,-1,gone
6,8,24,3,10,13,1,bread
5,11,23,10,10,20,1,bread
10,3,23,8,10,18,1,bread
10,10,20,11,10,21,1,bread
8,4,26,2,7,16,1,bread
3,10,22,8,6,14,1,bread
10,11,31,7,10,17,1,bread
8,11,19,10,10,20,1,bread
4,9,17,6,4,10,-1,gone
3,5,22,7,10,17,1,bread
5,9,24,9,3,12,1,bread
10,7,17,10,4,14,-1,gone
7,2,21,10,5,15,-1,gone
2,11,23,2,11,13,1,bread
10,2,19,9,2,11,-1,gone
10,4,24,10,6,16,1,bread
6,6,19,4,5,16,-1,gone
8,7,18,7,10,17,-1,gone
10,8,18,10,8,18,0,fight
11,8,19,9,5,14,-1,gone
11,10,31,10,10,20,1,bread
9,10,19,10,6,16,-1,gone
10,6,22,4,8,12,1,bread
10,11,25,2,9,11,1,bread
2,4,24,4,10,14,1,bread
9,9,18,7,2,12,-1,gone
11,2,23,11,10,21,1,bread
10,10,20,10,10,20,0,fight
10,9,19,4,10,14,-1,gone
6,5,21,7,11,18,-1,gone
7,5,19,5,9,14,-1,gone
2,9,18,11,10,21,1,bread
8,8,25,8,5,13,1,bread
11,8,19,5,10,15,-1,gone
2,4,18,10,10,20,1,bread
9,2,20,10,3,13,-1,gone
11,3,17,8,7,15,-1,gone
4,10,24,5,10,15,1,bread
8,11,19,5,4,15,-1,gone
9,10,19,7,10,17,-1,gone
10,10,20,7,10,17,-1,gone
7,6,24,4,6,10,1,bread
10,10,20,7,8,15,-1,gone
10,2,23,9,3,12,1,bread
8,10,18,10,9,19,1,bread
9,6,25,8,2,10,1,bread
7,10,17,7,4,11,-1,gone
6,11,17,10,6,16,-1,gone
10,4,22,9,8,17,1,bread
7,10,17,10,11,21,1,bread
11,10,32,5,10,15,1,bread
8,7,25,8,5,13,1,bread
10,6,18,5,7,12,-1,gone
6,10,27,11,6,17,1,bread
10,3,23,7,6,13,1,bread
2,6,17,9,2,11,-1,gone
10,6,23,4,3,12,1,bread
6,8,21,10,7,17,1,bread
11,2,20,3,11,14,-1,gone
4,10,24,8,10,18,1,bread
8,5,21,10,11,21,0,fight
10,10,20,10,6,16,-1,gone
9,7,26,3,3,14,1,bread
9,7,26,8,9,17,1,bread
7,8,25,7,4,11,1,bread
3,7,18,5,10,15,-1,gone
10,2,22,11,7,18,1,bread
10,4,22,3,4,17,1,bread
9,5,24,10,3,13,1,bread
4,4,20,8,10,18,-1,gone
10,10,20,10,3,13,-1,gone
5,2,17,2,7,16,-1,gone
4,3,18,9,5,14,-1,gone
5,10,25,11,10,21,1,bread
11,3,21,11,7,18,1,bread
10,10,20,8,4,12,-1,gone
3,10,21,10,10,20,-1,gone
4,10,23,6,10,16,1,bread
6,10,24,10,5,15,1,bread
10,8,18,10,11,21,1,bread
4,8,17,10,8,18,1,bread
7,8,23,10,10,20,1,bread
11,8,19,4,10,14,-1,gone
10,11,25,5,10,15,1,bread
8,6,19,8,10,18,-1,gone
10,3,26,11,8,19,1,bread
7,10,17,11,5,16,-1,gone
6,10,18,9,6,15,-1,gone
10,8,18,10,10,20,1,bread
9,5,22,2,4,11,1,bread
11,8,19,10,11,21,1,bread
11,9,20,6,8,14,-1,gone
10,6,22,10,8,18,1,bread
10,3,17,10,10,20,1,bread
10,3,23,5,6,11,1,bread
2,10,22,4,2,16,1,bread
11,11,27,9,6,15,1,bread
10,2,18,3,6,17,-1,gone
11,11,32,3,9,12,1,bread
11,4,25,11,9,20,1,bread
2,11,21,10,11,21,0,fight
4,10,19,10,10,20,1,bread
2,8,20,3,10,13,-1,gone
5,3,18,7,4,11,-1,gone
6,9,25,2,3,16,1,bread
10,4,24,10,10,20,1,bread
6,8,17,5,2,14,-1,gone
3,6,19,5,6,11,-1,gone
11,7,18,8,5,13,-1,gone
10,10,20,10,3,13,-1,gone
6,9,25,11,10,21,1,bread
4,5,15,10,10,20,1,bread
3,7,21,4,6,10,1,bread
5,3,18,3,10,13,-1,gone
10,10,20,10,5,15,-1,gone
3,10,23,9,4,13,1,bread
2,4,15,10,3,13,1,bread
2,10,22,10,10,20,1,bread
9,6,21,4,3,18,1,bread
10,3,18,11,10,21,1,bread
10,10,20,10,10,20,0,fight
9,10,19,4,5,14,-1,gone
10,6,26,2,10,12,1,bread
8,10,18,8,2,10,-1,gone
11,10,28,3,2,11,1,bread
7,6,22,10,10,20,1,bread
10,10,20,9,11,20,0,fight
5,10,21,3,9,12,0,fight
10,10,20,9,7,16,-1,gone
10,6,26,10,7,17,1,bread
2,2,19,10,8,18,-1,gone
5,10,24,8,5,13,1,bread
10,11,25,5,9,14,1,bread
3,10,20,10,10,20,0,fight
6,7,17,7,3,10,-1,gone
7,10,17,9,8,17,0,fight
10,2,19,6,5,11,-1,gone
11,10,28,8,7,15,1,bread
10,9,19,9,3,12,-1,gone
10,9,19,2,10,12,-1,gone
7,7,22,8,2,10,1,bread
10,10,20,9,8,17,-1,gone
10,9,19,6,6,12,-1,gone
5,10,19,2,8,10,-1,gone
10,8,18,8,3,11,-1,gone
10,10,20,10,8,18,-1,gone
11,4,22,5,3,16,1,bread
7,6,21,10,6,16,1,bread
10,2,22,11,10,21,1,bread
4,2,19,10,7,17,-1,gone
7,10,17,2,9,11,-1,gone
7,4,22,8,10,18,1,bread
10,3,21,10,7,17,1,bread
10,10,20,3,10,13,-1,gone
11,6,17,10,3,13,-1,gone
8,5,21,10,6,16,-1,gone
8,5,23,2,10,12,1,bread
2,3,21,11,10,21,0,fight
10,9,19,4,11,15,-1,gone
11,11,30,6,11,17,1,bread
3,6,25,2,2,10,1,bread
10,11,29,5,10,15,1,bread
5,10,25,3,6,19,1,bread
8,2,26,6,7,13,1,bread
10,6,23,5,10,15,1,bread
5,6,21,2,11,13,1,bread
3,10,17,7,4,11,-1,gone
2,10,17,2,4,17,0,fight
10,2,17,4,10,14,-1,gone
7,9,23,7,10,17,1,bread
10,5,23,7,5,12,1,bread
10,4,19,10,9,19,0,fight
11,10,30,2,10,12,1,bread
8,9,17,4,11,15,-1,gone
2,10,18,2,10,12,-1,gone
10,10,20,8,7,15,-1,gone
11,10,30,10,9,19,1,bread
3,11,24,6,10,16,1,bread
3,7,18,3,10,13,-1,gone
7,10,17,10,4,14,-1,gone
10,11,30,10,10,20,1,bread
10,4,23,3,8,11,1,bread
10,4,23,10,3,13,1,bread
7,8,25,6,10,16,1,bread
2,10,23,2,10,12,1,bread
8,8,20,10,10,20,0,fight
6,8,25,6,10,16,1,bread
10,10,20,8,11,19,-1,gone
11,6,17,8,6,14,-1,gone
10,11,31,10,7,17,1,bread
10,5,24,10,7,17,1,bread
4,10,25,4,11,15,1,bread
10,11,30,10,5,15,1,bread
2,2,17,3,10,13,-1,gone
10,6,26,10,10,20,1,bread
7,10,17,7,8,15,-1,gone
9,11,20,2,3,13,-1,gone
10,10,20,9,8,17,-1,gone
10,2,22,10,10,20,1,bread
11,9,20,4,5,13,-1,gone
9,10,19,8,9,17,-1,gone
3,5,20,3,10,13,-1,gone
10,3,23,2,5,17,1,bread
10,10,20,10,11,21,1,bread
2,9,21,8,10,18,1,bread
10,10,20,11,10,21,1,bread
10,7,17,10,2,12,-1,gone
3,8,27,4,10,14,1,bread
5,8,24,10,7,17,1,bread
9,8,17,5,10,15,-1,gone
2,2,23,10,10,20,1,bread
8,8,22,5,9,14,1,bread
2,2,14,11,11,22,1,bread
10,6,23,2,5,14,1,bread
3,5,18,5,4,19,1,bread
3,10,23,9,9,18,1,bread
7,6,26,9,10,19,1,bread
4,4,22,9,6,15,1,bread
3,7,20,7,3,10,-1,gone
4,10,25,4,2,14,1,bread
10,3,23,2,2,19,1,bread
10,6,20,11,10,21,1,bread
11,3,22,10,2,12,1,bread
7,7,24,10,10,20,1,bread
10,6,24,7,3,10,1,bread
10,10,20,6,2,15,-1,gone
10,7,17,2,3,15,-1,gone
5,3,17,2,9,11,-1,gone
10,4,20,9,3,12,-1,gone
10,10,20,2,2,11,-1,gone
10,8,18,11,7,18,0,fight
4,4,19,10,10,20,1,bread
9,10,19,11,7,18,-1,gone
8,5,23,6,2,10,1,bread
10,6,19,8,8,16,-1,gone
2,10,22,2,10,12,1,bread
6,3,19,2,9,11,-1,gone
2,3,20,10,10,20,0,fight
5,7,23,5,8,13,1,bread
2,10,23,4,9,13,1,bread
10,8,18,10,3,13,-1,gone
3,5,23,5,10,15,1,bread
10,4,18,10,3,13,-1,gone
7,10,17,5,3,18,1,bread
10,5,22,7,5,12,1,bread
3,3,22,4,10,14,1,bread
8,2,16,6,8,14,1,bread
7,11,18,4,6,10,-1,gone
7,6,22,8,11,19,1,bread
10,3,21,9,10,19,1,bread
3,11,21,8,10,18,1,bread
7,10,17,9,7,16,-1,gone
7,2,19,10,11,21,1,bread
6,10,25,7,6,13,1,bread
6,9,23,6,5,11,1,bread
10,4,20,9,5,14,-1,gone
8,2,20,4,9,13,-1,gone
3,6,20,4,10,14,-1,gone
6,9,17,5,6,11,-1,gone
6,10,18,3,10,13,-1,gone
10,3,20,3,10,13,-1,gone
2,10,18,10,8,18,0,fight
5,10,22,6,6,12,1,bread
9,10,19,5,3,18,-1,gone
6,7,23,3,3,14,1,bread
8,10,18,10,10,20,1,bread
